Timestamp,Temperature,Humidity
1/22/2024 7:15,48.63,40.65
1/22/2024 7:30,48.87,40.32
1/22/2024 7:45,48.72,40.37
1/22/2024 8:00,48.67,41.18
1/22/2024 8:15,48.88,40.22
1/22/2024 8:30,48.81,40.25
1/22/2024 8:45,48.72,40.34
1/22/2024 9:00,48.56,40.16
1/22/2024 9:15,48.49,39.97
1/22/2024 9:30,48.45,39.9
1/22/2024 9:45,48.43,39.95
1/22/2024 10:00,48.36,39.8
1/22/2024 10:15,48.33,39.78
1/22/2024 10:30,48.54,39.55
1/22/2024 10:45,52.39,36.24
1/22/2024 11:00,49.95,38.07
1/22/2024 11:15,49.1,38.83
1/22/2024 11:30,48.67,39.28
1/22/2024 11:45,48.43,39.6
1/22/2024 12:00,48.25,39.76
1/22/2024 12:15,48.13,39.95
1/22/2024 12:30,47.95,40.11
1/22/2024 12:45,47.95,40.09
1/22/2024 13:00,48.18,40.13
1/22/2024 13:15,48.13,40.28
1/22/2024 13:30,48.02,40.35
1/22/2024 13:45,48,40.5
1/22/2024 14:00,48.07,40.7
1/22/2024 14:15,48.25,40.82
1/22/2024 14:30,48.18,40.88
1/22/2024 14:45,48.11,40.9
1/22/2024 15:00,48,40.93
1/22/2024 15:15,48.24,41.31
1/22/2024 15:30,48.29,41.37
1/22/2024 15:45,48.22,41.36
1/22/2024 16:00,48.13,41.31
1/22/2024 16:15,48.02,41.49
1/22/2024 16:30,48.33,41.39
1/22/2024 16:45,48.31,41.66
1/22/2024 17:00,48.24,41.63
1/22/2024 17:15,48.16,41.66
1/22/2024 17:30,48.25,42.18
1/22/2024 17:45,48.42,41.86
1/22/2024 18:00,48.38,41.85
1/22/2024 18:15,48.31,41.92
1/22/2024 18:30,48.24,41.92
1/22/2024 18:45,48.45,41.89
1/22/2024 19:00,48.49,42.11
1/22/2024 19:15,48.43,42.04
1/22/2024 19:30,48.36,41.97
1/22/2024 19:45,48.29,42.02
1/22/2024 20:00,48.56,42.18
1/22/2024 20:15,48.56,42.16
1/22/2024 20:30,48.49,42.23
1/22/2024 20:45,48.38,42.07
1/22/2024 21:00,48.33,42.21
